2015/2/18 15:11:23,43.0 PSI
2015/2/18 15:25:1,47.4 PSI
2015/2/18 15:25:11,47.4 PSI
2015/2/18 15:25:22,48.6 PSI
2015/2/18 15:25:33,48.3 PSI
2015/2/18 15:25:43,48.4 PSI
2015/2/18 15:25:54,48.6 PSI
2015/2/18 15:26:5,48.4 PSI
2015/2/18 15:26:15,48.3 PSI
2015/2/18 15:26:26,48.2 PSI
2015/2/18 15:26:36,48.3 PSI
2015/2/18 15:26:47,48.0 PSI
2015/2/18 15:26:58,48.2 PSI
2015/2/18 15:27:8,48.3 PSI
2015/2/18 15:27:19,48.4 PSI
2015/2/18 15:27:29,48.9 PSI
2015/2/18 15:27:40,48.8 PSI
2015/2/18 15:27:51,48.8 PSI
2015/2/18 15:28:1,49.0 PSI
2015/2/18 15:28:12,48.9 PSI
2015/2/18 15:28:23,48.9 PSI
2015/2/18 15:28:33,48.8 PSI
2015/2/18 15:28:44,48.7 PSI
2015/2/18 15:28:54,49.0 PSI
2015/2/18 15:29:5,48.4 PSI
2015/2/18 15:29:16,48.6 PSI
2015/2/18 15:29:26,49.2 PSI
2015/2/18 15:29:37,49.4 PSI
2015/2/18 15:29:47,49.5 PSI
2015/2/18 15:29:58,49.2 PSI
2015/2/18 15:30:9,49.0 PSI
2015/2/18 15:30:19,49.2 PSI
2015/2/18 15:30:30,48.5 PSI
2015/2/18 15:30:41,48.6 PSI
2015/2/18 15:30:51,48.9 PSI
2015/2/18 15:31:2,49.0 PSI
2015/2/18 15:31:12,50.1 PSI
2015/2/18 15:31:23,50.0 PSI
2015/2/18 15:31:34,50.2 PSI
2015/2/18 15:31:44,50.1 PSI
2015/2/18 15:31:55,50.2 PSI
2015/2/18 15:32:6,50.5 PSI
2015/2/18 15:32:16,50.4 PSI
2015/2/18 15:32:27,50.6 PSI
2015/2/18 15:32:37,50.4 PSI
2015/2/18 15:32:48,49.5 PSI
2015/2/18 15:32:59,49.8 PSI
2015/2/18 15:33:9,49.3 PSI
2015/2/18 15:33:20,49.5 PSI
2015/2/18 15:33:31,50.1 PSI
2015/2/18 15:33:41,49.2 PSI
2015/2/18 15:33:52,49.4 PSI
2015/2/18 15:34:2,48.6 PSI
2015/2/18 15:34:13,49.0 PSI
2015/2/18 15:34:24,49.5 PSI
2015/2/18 15:34:34,49.7 PSI
2015/2/18 15:34:45,49.5 PSI
2015/2/18 15:34:56,49.2 PSI
2015/2/18 15:35:6,49.2 PSI
2015/2/18 15:35:17,49.3 PSI
2015/2/18 15:35:27,49.2 PSI
2015/2/18 15:35:38,49.9 PSI
2015/2/18 15:35:49,50.2 PSI
2015/2/18 15:35:59,50.2 PSI
2015/2/18 15:36:10,50.6 PSI
2015/2/18 15:36:20,50.0 PSI
2015/2/18 15:36:31,50.1 PSI
2015/2/18 15:36:42,50.9 PSI
2015/2/18 15:36:53,49.8 PSI
2015/2/18 15:37:3,50.8 PSI
2015/2/18 15:37:14,50.5 PSI
2015/2/18 15:37:24,49.4 PSI
2015/2/18 15:37:35,49.5 PSI
2015/2/18 15:37:46,49.7 PSI
2015/2/18 15:37:56,49.5 PSI
2015/2/18 15:38:7,50.4 PSI
2015/2/18 15:38:17,50.3 PSI
2015/2/18 15:38:28,50.2 PSI
2015/2/18 15:38:39,50.8 PSI
2015/2/18 15:38:49,50.2 PSI
2015/2/18 15:39:0,50.7 PSI
2015/2/18 15:39:11,50.0 PSI
2015/2/18 15:39:21,49.8 PSI
2015/2/18 15:39:32,50.1 PSI
2015/2/18 15:39:42,49.7 PSI
2015/2/18 15:39:53,50.5 PSI
2015/2/18 15:40:4,51.2 PSI
2015/2/18 15:40:14,51.1 PSI
2015/2/18 15:40:25,51.0 PSI
2015/2/18 15:40:36,51.1 PSI
2015/2/18 15:40:46,51.0 PSI
2015/2/18 15:40:57,50.7 PSI
2015/2/18 15:41:7,50.5 PSI
2015/2/18 15:41:18,50.9 PSI
2015/2/18 15:41:29,50.5 PSI
2015/2/18 15:41:39,51.0 PSI
2015/2/18 15:41:50,51.2 PSI
2015/2/18 15:42:0,50.9 PSI
2015/2/18 15:42:11,50.2 PSI
2015/2/18 15:42:22,51.1 PSI
2015/2/18 15:42:32,50.8 PSI
2015/2/18 15:42:43,50.8 PSI
2015/2/18 15:42:54,51.1 PSI
2015/2/18 15:43:4,50.5 PSI
2015/2/18 15:43:15,50.0 PSI
2015/2/18 15:43:25,49.7 PSI
2015/2/18 15:43:36,49.7 PSI
2015/2/18 15:43:47,48.6 PSI
2015/2/18 15:43:57,49.0 PSI
2015/2/18 15:44:8,49.8 PSI
2015/2/18 15:44:18,49.8 PSI
2015/2/18 15:44:29,49.7 PSI
2015/2/18 15:44:40,49.8 PSI
2015/2/18 15:44:50,49.2 PSI
2015/2/18 15:45:1,50.3 PSI
2015/2/18 15:45:12,50.8 PSI
2015/2/18 15:45:22,50.4 PSI
2015/2/18 15:45:33,50.2 PSI
2015/2/18 15:45:43,50.3 PSI
2015/2/18 15:45:54,50.2 PSI
2015/2/18 15:46:5,49.8 PSI
2015/2/18 15:46:15,49.2 PSI
2015/2/18 15:46:26,50.5 PSI
2015/2/18 15:46:36,50.2 PSI
2015/2/18 15:46:47,50.0 PSI
2015/2/18 15:46:58,49.6 PSI
2015/2/18 15:47:8,50.3 PSI
2015/2/18 15:47:19,50.5 PSI
2015/2/18 15:47:30,50.3 PSI
2015/2/18 15:47:40,51.2 PSI
2015/2/18 15:47:51,50.5 PSI
2015/2/18 15:48:1,50.2 PSI
2015/2/18 15:48:12,49.9 PSI
2015/2/18 15:48:23,49.3 PSI
2015/2/18 15:48:33,49.8 PSI
2015/2/18 15:48:44,50.2 PSI
2015/2/18 15:48:55,50.7 PSI
2015/2/18 15:49:5,50.6 PSI
2015/2/18 15:49:16,50.5 PSI
2015/2/18 15:49:26,50.5 PSI
2015/2/18 15:49:37,49.6 PSI
2015/2/18 15:49:48,49.6 PSI
2015/2/18 15:49:58,50.0 PSI
2015/2/18 15:50:9,49.8 PSI
2015/2/18 15:50:20,49.2 PSI
2015/2/18 15:50:30,49.5 PSI
2015/2/18 15:50:41,49.7 PSI
2015/2/18 15:50:51,49.7 PSI
2015/2/18 15:51:2,49.2 PSI
2015/2/18 15:51:13,50.5 PSI
2015/2/18 15:51:23,50.3 PSI
2015/2/18 15:51:34,50.2 PSI
2015/2/18 15:51:45,50.0 PSI
2015/2/18 15:51:55,49.7 PSI
2015/2/18 15:52:6,49.5 PSI
2015/2/18 15:52:16,49.8 PSI
2015/2/18 15:52:27,49.6 PSI
2015/2/18 15:52:38,48.9 PSI
2015/2/18 15:52:48,48.8 PSI
2015/2/18 15:52:59,49.1 PSI
2015/2/18 15:53:10,49.0 PSI
2015/2/18 15:53:20,49.7 PSI
2015/2/18 15:53:31,50.0 PSI
2015/2/18 15:53:41,50.1 PSI
2015/2/18 15:53:52,50.2 PSI
2015/2/18 15:54:3,49.5 PSI
2015/2/18 15:54:13,48.4 PSI
2015/2/18 15:54:24,48.1 PSI
2015/2/18 15:54:35,47.4 PSI
2015/2/18 15:54:45,47.2 PSI
2015/2/18 15:54:56,47.1 PSI
2015/2/18 15:55:7,46.6 PSI
2015/2/18 15:55:17,47.3 PSI
2015/2/18 15:55:28,48.4 PSI
2015/2/18 15:55:39,48.2 PSI
2015/2/18 15:55:49,48.6 PSI
2015/2/18 15:56:0,48.0 PSI
2015/2/18 15:56:11,48.3 PSI
2015/2/18 15:56:21,47.7 PSI
2015/2/18 15:56:32,47.7 PSI
2015/2/18 15:56:43,47.8 PSI
2015/2/18 15:56:53,47.6 PSI
2015/2/18 15:57:4,47.7 PSI
2015/2/18 15:57:14,48.2 PSI
2015/2/18 15:57:25,48.2 PSI
2015/2/18 15:57:36,48.1 PSI
2015/2/18 15:57:46,48.3 PSI
2015/2/18 15:57:57,48.6 PSI
2015/2/18 15:58:8,48.4 PSI
2015/2/18 15:58:18,47.3 PSI
2015/2/18 15:58:29,47.4 PSI
2015/2/18 15:58:39,47.4 PSI
2015/2/18 15:58:50,47.3 PSI
2015/2/18 15:59:1,47.3 PSI
2015/2/18 15:59:11,47.6 PSI
2015/2/18 15:59:22,47.7 PSI
2015/2/18 15:59:33,47.7 PSI
2015/2/18 15:59:43,47.2 PSI
2015/2/18 15:59:54,47.4 PSI
2015/2/18 16:0:5,47.4 PSI
2015/2/18 16:0:15,47.5 PSI
2015/2/18 16:0:26,46.3 PSI
2015/2/18 16:0:37,47.4 PSI
2015/2/18 16:0:47,47.5 PSI
2015/2/18 16:0:58,47.5 PSI
2015/2/18 16:1:8,47.4 PSI
2015/2/18 16:1:19,47.1 PSI
2015/2/18 16:1:30,46.4 PSI
2015/2/18 16:1:40,46.2 PSI
2015/2/18 16:1:51,46.5 PSI
2015/2/18 16:2:2,46.8 PSI
2015/2/18 16:2:12,46.8 PSI
2015/2/18 16:2:23,47.0 PSI
2015/2/18 16:2:33,47.6 PSI
2015/2/18 16:2:44,47.4 PSI
2015/2/18 16:2:55,46.6 PSI
2015/2/18 16:3:5,46.8 PSI
2015/2/18 16:3:16,46.9 PSI
2015/2/18 16:3:27,47.1 PSI
2015/2/18 16:3:37,46.9 PSI
2015/2/18 16:3:48,47.0 PSI
2015/2/18 16:3:59,47.0 PSI
2015/2/18 16:4:9,47.1 PSI
2015/2/18 16:4:20,47.4 PSI
2015/2/18 16:4:30,47.4 PSI
2015/2/18 16:4:41,47.2 PSI
2015/2/18 16:4:52,46.8 PSI
2015/2/18 16:5:2,47.1 PSI
2015/2/18 16:5:13,47.1 PSI
2015/2/18 16:5:24,47.4 PSI
2015/2/18 16:5:34,47.1 PSI
2015/2/18 16:5:45,47.1 PSI
2015/2/18 16:5:55,47.3 PSI
2015/2/18 16:6:6,46.8 PSI
2015/2/18 16:6:17,47.1 PSI
2015/2/18 16:6:27,46.9 PSI
2015/2/18 16:6:38,46.5 PSI
2015/2/18 16:6:49,46.9 PSI
2015/2/18 16:6:59,47.5 PSI
2015/2/18 16:7:10,48.0 PSI
2015/2/18 16:7:20,48.4 PSI
2015/2/18 16:7:31,48.3 PSI
2015/2/18 16:7:42,48.0 PSI
2015/2/18 16:7:52,47.4 PSI
2015/2/18 16:8:3,46.9 PSI
2015/2/18 16:8:14,47.7 PSI
2015/2/18 16:8:24,47.7 PSI
2015/2/18 16:8:35,47.7 PSI
2015/2/18 16:8:45,47.8 PSI
2015/2/18 16:8:56,48.0 PSI
2015/2/18 16:9:7,48.1 PSI
2015/2/18 16:9:17,48.3 PSI
2015/2/18 16:9:28,48.1 PSI
2015/2/18 16:9:39,48.9 PSI
2015/2/18 16:9:49,48.6 PSI
2015/2/18 16:10:0,48.3 PSI
2015/2/18 16:10:10,47.7 PSI
2015/2/18 16:10:21,48.4 PSI
2015/2/18 16:10:32,48.2 PSI
2015/2/18 16:10:42,47.7 PSI
2015/2/18 16:10:53,48.0 PSI
2015/2/18 16:11:4,47.9 PSI
2015/2/18 16:11:14,49.0 PSI
2015/2/18 16:11:25,48.8 PSI
2015/2/18 16:11:35,48.5 PSI
2015/2/18 16:11:46,48.8 PSI
2015/2/18 16:11:57,48.6 PSI
2015/2/18 16:12:7,48.7 PSI
2015/2/18 16:12:18,49.0 PSI
2015/2/18 16:12:29,48.9 PSI
2015/2/18 16:12:39,48.8 PSI
2015/2/18 16:12:50,48.6 PSI
2015/2/18 16:13:0,48.8 PSI
2015/2/18 16:13:11,48.5 PSI
2015/2/18 16:13:22,48.9 PSI
2015/2/18 16:13:32,48.9 PSI
2015/2/18 16:13:43,48.6 PSI
2015/2/18 16:13:54,48.6 PSI
2015/2/18 16:14:4,48.6 PSI
2015/2/18 16:14:15,48.9 PSI
2015/2/18 16:14:25,48.1 PSI
2015/2/18 16:14:36,48.9 PSI
2015/2/18 16:14:47,48.9 PSI
2015/2/18 16:14:58,48.9 PSI
2015/2/18 16:15:8,48.5 PSI
2015/2/18 16:15:19,48.7 PSI
2015/2/18 16:15:29,48.0 PSI
2015/2/18 16:15:40,48.3 PSI
2015/2/18 16:15:51,48.8 PSI
2015/2/18 16:16:1,49.0 PSI
2015/2/18 16:16:12,50.2 PSI
2015/2/18 16:16:23,49.8 PSI
2015/2/18 16:16:33,49.3 PSI
2015/2/18 16:16:44,50.1 PSI
2015/2/18 16:16:55,49.9 PSI
2015/2/18 16:17:5,50.2 PSI
2015/2/18 16:17:16,49.0 PSI
2015/2/18 16:17:26,48.8 PSI
2015/2/18 16:17:37,49.5 PSI
2015/2/18 16:17:48,49.8 PSI
2015/2/18 16:17:58,49.7 PSI
2015/2/18 16:18:9,49.8 PSI
2015/2/18 16:18:20,49.7 PSI
2015/2/18 16:18:30,49.6 PSI
2015/2/18 16:18:41,49.3 PSI
2015/2/18 16:18:51,49.1 PSI
2015/2/18 16:19:2,48.3 PSI
2015/2/18 16:19:13,48.3 PSI
2015/2/18 16:19:23,48.6 PSI
2015/2/18 16:19:34,48.2 PSI
2015/2/18 16:19:44,47.8 PSI
2015/2/18 16:19:55,49.5 PSI
2015/2/18 16:20:6,49.5 PSI
2015/2/18 16:20:16,49.4 PSI
2015/2/18 16:20:27,49.7 PSI
2015/2/18 16:20:38,49.6 PSI
2015/2/18 16:20:48,49.4 PSI
2015/2/18 16:20:59,49.6 PSI
2015/2/18 16:21:9,49.5 PSI
2015/2/18 16:21:20,49.3 PSI
2015/2/18 16:21:31,49.1 PSI
2015/2/18 16:21:41,49.4 PSI
2015/2/18 16:21:52,49.3 PSI
2015/2/18 16:22:2,48.9 PSI
2015/2/18 16:22:13,48.9 PSI
2015/2/18 16:22:24,48.9 PSI
2015/2/18 16:22:34,49.4 PSI
2015/2/18 16:22:45,49.5 PSI
2015/2/18 16:22:55,49.5 PSI
2015/2/18 16:23:6,49.7 PSI
2015/2/18 16:23:17,49.4 PSI
2015/2/18 16:23:27,49.0 PSI
2015/2/18 16:23:38,49.1 PSI
2015/2/18 16:23:49,49.3 PSI
2015/2/18 16:23:59,48.9 PSI
2015/2/18 16:24:10,49.0 PSI
2015/2/18 16:24:20,49.2 PSI
2015/2/18 16:24:31,48.9 PSI
2015/2/18 16:24:42,48.9 PSI
2015/2/18 16:24:52,49.3 PSI
2015/2/18 16:25:3,48.9 PSI
2015/2/18 16:25:13,48.0 PSI
2015/2/18 16:25:24,48.0 PSI
2015/2/18 16:25:35,48.6 PSI
2015/2/18 16:25:45,48.5 PSI
2015/2/18 16:25:56,49.4 PSI
2015/2/18 16:26:6,49.5 PSI
2015/2/18 16:26:17,49.3 PSI
2015/2/18 16:26:28,49.2 PSI
2015/2/18 16:26:38,49.5 PSI
2015/2/18 16:26:49,49.6 PSI
2015/2/18 16:26:59,50.8 PSI
2015/2/18 16:27:10,50.4 PSI
2015/2/18 16:27:21,50.7 PSI
2015/2/18 16:27:31,50.8 PSI
2015/2/18 16:27:42,50.9 PSI
2015/2/18 16:27:52,50.7 PSI
2015/2/18 16:28:3,50.6 PSI
2015/2/18 16:28:14,50.7 PSI
2015/2/18 16:28:24,50.3 PSI
2015/2/18 16:28:35,50.5 PSI
2015/2/18 16:28:45,50.0 PSI
2015/2/18 16:28:56,49.8 PSI
2015/2/18 16:29:7,50.2 PSI
2015/2/18 16:29:17,50.2 PSI
2015/2/18 16:29:28,50.8 PSI
2015/2/18 16:29:38,50.6 PSI
2015/2/18 16:29:49,50.6 PSI
2015/2/18 16:30:0,50.5 PSI
2015/2/18 16:30:10,50.5 PSI
2015/2/18 16:30:21,50.1 PSI
2015/2/18 16:30:32,49.5 PSI
2015/2/18 16:30:42,49.4 PSI
2015/2/18 16:30:53,49.5 PSI
2015/2/18 16:31:3,49.2 PSI
2015/2/18 16:31:14,48.8 PSI
2015/2/18 16:31:25,48.3 PSI
2015/2/18 16:31:35,48.4 PSI
2015/2/18 16:31:46,48.9 PSI
2015/2/18 16:31:56,48.9 PSI
2015/2/18 16:32:7,49.4 PSI
2015/2/18 16:32:18,48.3 PSI
2015/2/18 16:32:28,49.5 PSI
2015/2/18 16:32:39,49.5 PSI
2015/2/18 16:32:49,49.9 PSI
2015/2/18 16:33:0,50.2 PSI
2015/2/18 16:33:11,50.0 PSI
2015/2/18 16:33:21,48.1 PSI
2015/2/18 16:33:32,48.0 PSI
2015/2/18 16:33:43,48.1 PSI
2015/2/18 16:33:53,48.4 PSI
2015/2/18 16:34:4,48.1 PSI
2015/2/18 16:34:14,48.3 PSI
2015/2/18 16:34:25,47.7 PSI
2015/2/18 16:34:36,47.7 PSI
2015/2/18 16:34:46,47.9 PSI
2015/2/18 16:34:57,48.0 PSI
2015/2/18 16:35:7,47.0 PSI
2015/2/18 16:35:18,47.6 PSI
2015/2/18 16:35:29,47.7 PSI
2015/2/18 16:35:39,46.5 PSI
2015/2/18 16:35:50,47.7 PSI
2015/2/18 16:36:0,48.3 PSI
2015/2/18 16:36:11,47.9 PSI
2015/2/18 16:36:22,47.4 PSI
2015/2/18 16:36:32,47.6 PSI
2015/2/18 16:36:43,47.7 PSI
2015/2/18 16:36:53,47.7 PSI
2015/2/18 16:37:4,47.7 PSI
2015/2/18 16:37:15,47.1 PSI
2015/2/18 16:37:25,48.0 PSI
2015/2/18 16:37:36,48.6 PSI
2015/2/18 16:37:46,48.5 PSI
2015/2/18 16:37:57,48.1 PSI
2015/2/18 16:38:8,47.5 PSI
2015/2/18 16:38:18,47.2 PSI
2015/2/18 16:38:29,47.6 PSI
2015/2/18 16:38:40,47.4 PSI
2015/2/18 16:38:50,47.3 PSI
2015/2/18 16:39:1,48.0 PSI
2015/2/18 16:39:11,48.0 PSI
2015/2/18 16:39:22,47.9 PSI
2015/2/18 16:39:33,48.9 PSI
2015/2/18 16:39:43,48.0 PSI
2015/2/18 16:39:54,47.7 PSI
2015/2/18 16:40:4,47.9 PSI
2015/2/18 16:40:15,48.3 PSI
2015/2/18 16:40:26,47.8 PSI
2015/2/18 16:40:36,48.6 PSI
2015/2/18 16:40:47,48.6 PSI
2015/2/18 16:40:57,49.4 PSI
2015/2/18 16:41:8,49.2 PSI
2015/2/18 16:41:19,48.7 PSI
2015/2/18 16:41:29,49.5 PSI
2015/2/18 16:41:40,48.9 PSI
2015/2/18 16:41:50,49.1 PSI
2015/2/18 16:42:1,48.9 PSI
2015/2/18 16:42:12,49.2 PSI
2015/2/18 16:42:22,49.1 PSI
2015/2/18 16:42:33,48.6 PSI
2015/2/18 16:42:43,48.8 PSI
2015/2/18 16:42:54,48.6 PSI
2015/2/18 16:43:5,49.2 PSI
2015/2/18 16:43:15,49.5 PSI
2015/2/18 16:43:26,49.8 PSI
2015/2/18 16:43:36,49.2 PSI
2015/2/18 16:43:47,49.2 PSI
2015/2/18 16:43:58,49.5 PSI
2015/2/18 16:44:8,49.5 PSI
2015/2/18 16:44:19,50.7 PSI
2015/2/18 16:44:29,50.6 PSI
2015/2/18 16:44:40,49.8 PSI
2015/2/18 16:44:51,49.7 PSI
2015/2/18 16:45:1,49.8 PSI
2015/2/18 16:45:12,50.2 PSI
2015/2/18 16:45:22,49.6 PSI
2015/2/18 16:45:33,49.7 PSI
2015/2/18 16:45:43,49.8 PSI
2015/2/18 16:45:54,50.5 PSI
2015/2/18 16:46:5,51.1 PSI
2015/2/18 16:46:15,50.2 PSI
2015/2/18 16:46:26,49.2 PSI
2015/2/18 16:46:36,49.8 PSI
2015/2/18 16:46:47,49.8 PSI
2015/2/18 16:46:58,49.3 PSI
2015/2/18 16:47:8,49.2 PSI
2015/2/18 16:47:19,49.5 PSI
2015/2/18 16:47:29,49.8 PSI
2015/2/18 16:47:40,49.5 PSI
2015/2/18 16:47:51,50.1 PSI
2015/2/18 16:48:1,50.2 PSI
2015/2/18 16:48:12,49.3 PSI
2015/2/18 16:48:22,49.3 PSI
2015/2/18 16:48:33,49.3 PSI
2015/2/18 16:48:44,49.2 PSI
2015/2/18 16:48:54,49.6 PSI
2015/2/18 16:49:5,49.2 PSI
2015/2/18 16:49:15,49.3 PSI
2015/2/18 16:49:26,49.6 PSI
2015/2/18 16:49:37,49.8 PSI
2015/2/18 16:49:47,48.7 PSI
2015/2/18 16:49:58,50.2 PSI
2015/2/18 16:50:8,50.1 PSI
2015/2/18 16:50:19,50.2 PSI
2015/2/18 16:50:30,50.7 PSI
2015/2/18 16:50:40,50.2 PSI
2015/2/18 16:50:51,50.2 PSI
2015/2/18 16:51:1,49.4 PSI
2015/2/18 16:51:12,49.8 PSI
2015/2/18 16:51:22,49.5 PSI
2015/2/18 16:51:33,50.3 PSI
2015/2/18 16:51:44,50.3 PSI
2015/2/18 16:51:54,50.3 PSI
2015/2/18 16:52:5,50.7 PSI
2015/2/18 16:52:15,50.2 PSI
2015/2/18 16:52:26,50.3 PSI
2015/2/18 16:52:37,50.2 PSI
2015/2/18 16:52:47,50.1 PSI
2015/2/18 16:52:58,50.1 PSI
2015/2/18 16:53:9,50.3 PSI
2015/2/18 16:53:19,49.5 PSI
2015/2/18 16:53:30,50.8 PSI
2015/2/18 16:53:40,51.6 PSI
2015/2/18 16:53:51,51.5 PSI
2015/2/18 16:54:2,50.8 PSI
2015/2/18 16:54:12,50.5 PSI
2015/2/18 16:54:23,50.5 PSI
2015/2/18 16:54:33,50.6 PSI
2015/2/18 16:54:44,50.2 PSI
2015/2/18 16:54:55,51.1 PSI
2015/2/18 16:55:5,51.4 PSI
2015/2/18 16:55:16,51.9 PSI
2015/2/18 16:55:26,51.1 PSI
2015/2/18 16:55:37,51.5 PSI
2015/2/18 16:55:48,51.1 PSI
2015/2/18 16:55:58,51.5 PSI
2015/2/18 16:56:9,51.2 PSI
2015/2/18 16:56:19,52.2 PSI
2015/2/18 16:56:30,51.5 PSI
2015/2/18 16:56:40,51.1 PSI
2015/2/18 16:56:51,50.9 PSI
2015/2/18 16:57:2,51.2 PSI
2015/2/18 16:57:12,52.2 PSI
2015/2/18 16:57:23,52.6 PSI
2015/2/18 16:57:33,52.0 PSI
2015/2/18 16:57:44,52.4 PSI
2015/2/18 16:57:55,52.3 PSI
2015/2/18 16:58:5,51.6 PSI
2015/2/18 16:58:16,52.1 PSI
2015/2/18 16:58:26,51.7 PSI
2015/2/18 16:58:37,52.0 PSI
2015/2/18 16:58:48,52.6 PSI
2015/2/18 16:58:58,52.3 PSI
2015/2/18 16:59:9,51.4 PSI
2015/2/18 16:59:19,51.6 PSI
2015/2/18 16:59:30,51.4 PSI
2015/2/18 16:59:40,51.5 PSI
2015/2/18 16:59:51,51.7 PSI
2015/2/18 17:0:2,50.8 PSI
2015/2/18 17:0:12,51.4 PSI
2015/2/18 17:0:23,51.6 PSI
2015/2/18 17:0:34,51.7 PSI
2015/2/18 17:0:44,51.5 PSI
2015/2/18 17:0:55,51.4 PSI
2015/2/18 17:1:5,52.0 PSI
2015/2/18 17:1:16,52.4 PSI
2015/2/18 17:1:26,52.3 PSI
2015/2/18 17:1:37,51.7 PSI
2015/2/18 17:1:48,51.9 PSI
2015/2/18 17:1:58,52.2 PSI
2015/2/18 17:2:9,52.5 PSI
2015/2/18 17:2:19,52.3 PSI
2015/2/18 17:2:30,52.9 PSI
2015/2/18 17:2:41,52.5 PSI
2015/2/18 17:2:51,52.8 PSI
2015/2/18 17:3:2,52.5 PSI
2015/2/18 17:3:12,51.8 PSI
2015/2/18 17:3:23,52.0 PSI
2015/2/18 17:3:33,51.8 PSI
2015/2/18 17:3:44,52.6 PSI
2015/2/18 17:3:55,52.0 PSI
2015/2/18 17:4:5,52.5 PSI
2015/2/18 17:4:16,52.0 PSI
2015/2/18 17:4:26,52.1 PSI
2015/2/18 17:4:37,52.0 PSI
2015/2/18 17:4:48,51.8 PSI
2015/2/18 17:4:58,52.0 PSI
2015/2/18 17:5:9,52.2 PSI
2015/2/18 17:5:19,51.3 PSI
2015/2/18 17:5:30,51.9 PSI
2015/2/18 17:5:40,51.7 PSI
2015/2/18 17:5:51,51.1 PSI
2015/2/18 17:6:2,51.6 PSI
2015/2/18 17:6:12,51.4 PSI
2015/2/18 17:6:23,51.1 PSI
2015/2/18 17:6:33,51.4 PSI
2015/2/18 17:6:44,52.6 PSI
2015/2/18 17:6:55,51.6 PSI
2015/2/18 17:7:5,52.0 PSI
2015/2/18 17:7:16,52.2 PSI
2015/2/18 17:7:26,51.4 PSI
2015/2/18 17:7:37,50.5 PSI
2015/2/18 17:7:47,51.0 PSI
2015/2/18 17:7:58,50.8 PSI
2015/2/18 17:8:9,51.2 PSI
2015/2/18 17:8:19,51.1 PSI
2015/2/18 17:8:30,49.8 PSI
2015/2/18 17:8:40,50.2 PSI
2015/2/18 17:8:51,51.0 PSI
